school_name,district,total,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,exclusionary,exclusionary_ps,district_size,d_black,d_hisp,d_white,d_esol,d_migrant,d_frl,school_name_unique,year,fac_schtype
Southside Elementary School,Richmond County,356,73.16,84,3,12,0,1.4,167,0.469101123595506,29544,73.6660912537233,4.82263742215001,16.8554359599242,1.27398795017601,0,78.6074867993501,Southside Elementary School_Richmond County,2018,E
Davidson Magnet School,Richmond County,808,68.17,43,4,46,0,0,10,0.0123762376237624,29544,73.6660912537233,4.82263742215001,16.8554359599242,1.27398795017601,0,78.6074867993501,Davidson Magnet School_Richmond County,2018,H
Terrace Manor Elementary School,Richmond County,488,94.29,86,6,6,0,3.3,223,0.456967213114754,29544,73.6660912537233,4.82263742215001,16.8554359599242,1.27398795017601,0,78.6074867993501,Terrace Manor Elementary School_Richmond County,2018,E
Dorothy Hains Elementary School,Richmond County,562,70.56,82,3,13,0,0.7,150,0.266903914590747,29544,73.6660912537233,4.82263742215001,16.8554359599242,1.27398795017601,0,78.6074867993501,Dorothy Hains Elementary School_Richmond County,2018,E
Murphey Middle School,Richmond County,694,91.71,86,6,5,0,3,622,0.896253602305476,29544,73.6660912537233,4.82263742215001,16.8554359599242,1.27398795017601,0,78.6074867993501,Murphey Middle School_Richmond County,2018,M
Tutt Middle School,Richmond County,481,81.64,71,4,20,0,1.2,374,0.777546777546778,29544,73.6660912537233,4.82263742215001,16.8554359599242,1.27398795017601,0,78.6074867993501,Tutt Middle School_Richmond County,2018,M
Laney High School,Richmond County,652,89.2,94,2,2,0,0.2,405,0.621165644171779,29544,73.6660912537233,4.82263742215001,16.8554359599242,1.27398795017601,0,78.6074867993501,Laney High School_Richmond County,2018,H
Peek's Chapel Elementary,Rockdale County,635,76.54,88,4,3,0,0.6,65,0.102362204724409,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Peek's Chapel Elementary_Rockdale County,2018,E
General Ray Davis Middle School,Rockdale County,1119,57.1,68,6,21,0,0,112,0.100089365504915,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,General Ray Davis Middle School_Rockdale County,2018,M
Hicks Elementary School,Rockdale County,864,83.33,78,14,4,0,4.9,47,0.0543981481481482,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Hicks Elementary School_Rockdale County,2018,E
Honey Creek Elementary School,Rockdale County,586,63.99,63,9,21,0,0.5,23,0.0392491467576792,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Honey Creek Elementary School_Rockdale County,2018,E
Heritage High School,Rockdale County,1776,53.77,60,17,18,0,1.4,192,0.108108108108108,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Heritage High School_Rockdale County,2018,H
Barksdale Elementary School,Rockdale County,542,62.73,51,8,32,0,0.4,36,0.0664206642066421,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Barksdale Elementary School_Rockdale County,2018,E
Sims Elementary School,Rockdale County,508,71.46,66,14,9,0,6.5,22,0.0433070866141732,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Sims Elementary School_Rockdale County,2018,E
Salem High School,Rockdale County,1148,67.07,82,8,6,0,1.3,113,0.0984320557491289,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Salem High School_Rockdale County,2018,H
Shoal Creek Elementary School,Rockdale County,691,75.11,79,9,9,0,2.6,42,0.060781476121563,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Shoal Creek Elementary School_Rockdale County,2018,E
Lorraine Elementary School,Rockdale County,732,47.68,59,7,27,0,0.3,9,0.0122950819672131,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Lorraine Elementary School_Rockdale County,2018,E
Conyers Middle School,Rockdale County,939,82.96,66,17,12,0,2.4,322,0.342917997870075,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Conyers Middle School_Rockdale County,2018,M
Hightower Trail Elementary School,Rockdale County,571,73.91,60,11,24,0,5.3,6,0.010507880910683,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Hightower Trail Elementary School_Rockdale County,2018,E
Memorial Middle School,Rockdale County,819,69.11,81,10,4,0,1.6,242,0.295482295482296,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Memorial Middle School_Rockdale County,2018,M
Edwards Middle School,Rockdale County,968,73.35,60,27,8,0,3.1,139,0.143595041322314,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Edwards Middle School_Rockdale County,2018,M
Alpha Academy,Rockdale County,53,69.81,81,6,11,0,0,123,2.32075471698113,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Alpha Academy_Rockdale County,2018,
Rockdale Open Campus School,Rockdale County,156,63.46,75,13,10,0,0,141,0.903846153846154,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Rockdale Open Campus School_Rockdale County,2018,
Flat Shoals Elementary School,Rockdale County,683,72.33,81,11,4,0,4.2,29,0.0424597364568082,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Flat Shoals Elementary School_Rockdale County,2018,E
Pine Street Elementary School,Rockdale County,625,88.64,61,25,10,0,11.2,43,0.0688,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Pine Street Elementary School_Rockdale County,2018,E
Rockdale County High School,Rockdale County,2144,63.99,73,11,11,0,1.6,330,0.153917910447761,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,Rockdale County High School_Rockdale County,2018,H
House Elementary School,Rockdale County,703,88.76,14,72,12,0,35.6,10,0.0142247510668563,16262,67.173348911573,15.068564752183,12.7326282130119,3.83337227893248,0,68.7055042430205,House Elementary School_Rockdale County,2018,E
Schley Middle High School,Schley County,730,49.18,15,4,78,0,0,68,0.0931506849315068,1257,15.8385043754972,3.58074781225139,77.1614956245028,0,0,52.508862370724,Schley Middle High School_Schley County,2018,H
Schley County Elementary School,Schley County,527,57.12,17,3,76,0,0,6,0.0113851992409867,1257,15.8385043754972,3.58074781225139,77.1614956245028,0,0,52.508862370724,Schley County Elementary School_Schley County,2018,E
Screven County Elementary School,Screven County,1094,80.26,47,3,45,0,0,64,0.0585009140767825,2240,46.7732142857143,2.71517857142857,46.8196428571429,0,0,78.8868928571429,Screven County Elementary School_Screven County,2018,E
Screven County Middle School,Screven County,508,80.51,46,3,48,0,0,180,0.354330708661417,2240,46.7732142857143,2.71517857142857,46.8196428571429,0,0,78.8868928571429,Screven County Middle School_Screven County,2018,M
Screven County High School,Screven County,638,75.24,47,2,49,0,0,193,0.302507836990596,2240,46.7732142857143,2.71517857142857,46.8196428571429,0,0,78.8868928571429,Screven County High School_Screven County,2018,H
Seminole County Middle/High School,Seminole County,783,94.13,41,2,52,0,0.5,170,0.217113665389527,1433,41.453593859037,2,51.092812281926,0.81751570132589,0,94.1390718771807,Seminole County Middle/High School_Seminole County,2018,H
Seminole County Elementary School,Seminole County,650,94.15,42,2,50,0,1.2,47,0.0723076923076923,1433,41.453593859037,2,51.092812281926,0.81751570132589,0,94.1390718771807,Seminole County Elementary School_Seminole County,2018,E
Spalding High School,Griffin-Spalding County,1005,53.4,34,6,55,0,0.4,155,0.154228855721393,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Spalding High School_Griffin-Spalding County,2018,H
Moreland Road Elementary,Griffin-Spalding County,573,83.13,45,7,41,0,3.9,32,0.0558464223385689,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Moreland Road Elementary_Griffin-Spalding County,2018,E
Carver Road Middle School,Griffin-Spalding County,588,90.16,52,8,33,0,0.6,101,0.171768707482993,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Carver Road Middle School_Griffin-Spalding County,2018,M
Kennedy Road Middle School,Griffin-Spalding County,274,83.66,48,9,38,0,1.7,244,0.89051094890511,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Kennedy Road Middle School_Griffin-Spalding County,2018,M
Rehoboth Road Middle School,Griffin-Spalding County,449,59.6,34,6,56,0,0.6,152,0.338530066815145,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Rehoboth Road Middle School_Griffin-Spalding County,2018,M
Griffin High School,Griffin-Spalding County,563,67.92,59,7,28,0,0.7,340,0.603907637655417,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Griffin High School_Griffin-Spalding County,2018,H
Cowan Road Elementary School,Griffin-Spalding County,497,88.96,52,10,29,0,7,40,0.0804828973843058,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Cowan Road Elementary School_Griffin-Spalding County,2018,E
Jordan Hill Road Elementary School,Griffin-Spalding County,592,38.78,29,13,50,0,6.5,12,0.0202702702702703,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Jordan Hill Road Elementary School_Griffin-Spalding County,2018,E
Futral Road Elementary School,Griffin-Spalding County,585,65.69,25,8,62,0,3.6,32,0.0547008547008547,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Futral Road Elementary School_Griffin-Spalding County,2018,E
Cowan Road Middle School,Griffin-Spalding County,1135,90.09,51,11,31,0,3.1,253,0.222907488986784,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Cowan Road Middle School_Griffin-Spalding County,2018,M
AZ Kelsey Academy,Griffin-Spalding County,289,78.26,61,9,22,0,0,7,0.0242214532871972,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,AZ Kelsey Academy_Griffin-Spalding County,2018,H
Anne Street Elementary School,Griffin-Spalding County,733,80.77,84,6,5,0,3.6,200,0.272851296043656,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Anne Street Elementary School_Griffin-Spalding County,2018,E
Jackson Road Elementary School,Griffin-Spalding County,292,90.03,27,8,58,0,3.5,4,0.0136986301369863,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Jackson Road Elementary School_Griffin-Spalding County,2018,E
Atkinson Elementary School,Griffin-Spalding County,855,78.25,85,2,5,0,1.7,94,0.109941520467836,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Atkinson Elementary School_Griffin-Spalding County,2018,E
Beaverbrook Elementary School,Griffin-Spalding County,628,90.72,15,20,58,0,10.8,21,0.0334394904458599,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Beaverbrook Elementary School_Griffin-Spalding County,2018,E
Crescent Road Elementary School,Griffin-Spalding County,559,48.95,16,7,71,0,1.3,40,0.0715563506261181,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Crescent Road Elementary School_Griffin-Spalding County,2018,E
Moore Elementary School,Griffin-Spalding County,428,65.95,89,1,5,0,0,38,0.088785046728972,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Moore Elementary School_Griffin-Spalding County,2018,E
Orrs Elementary School,Griffin-Spalding County,752,87.17,55,14,25,0,7.2,63,0.0837765957446809,10797,48.649069185885,8.53487079744373,36.4218764471613,3.25165323701028,0,74.392531258683,Orrs Elementary School_Griffin-Spalding County,2018,E
Stephens County Middle School,Stephens County,891,82.94,13,4,75,0,0.2,146,0.163860830527497,3861,12.6837606837607,4.15876715876716,74.4252784252784,1.29277389277389,0,73.2441155141155,Stephens County Middle School_Stephens County,2018,M
Liberty Elementary School,Stephens County,606,83,13,5,71,0,3.1,1,0.00165016501650165,3861,12.6837606837607,4.15876715876716,74.4252784252784,1.29277389277389,0,73.2441155141155,Liberty Elementary School_Stephens County,2018,E
Big A Elementary School,Stephens County,283,83.04,12,3,75,0,2.8,1,0.00353356890459364,3861,12.6837606837607,4.15876715876716,74.4252784252784,1.29277389277389,0,73.2441155141155,Big A Elementary School_Stephens County,2018,E
Toccoa Elementary School,Stephens County,614,82.9,12,5,74,0,2.8,30,0.0488599348534202,3861,12.6837606837607,4.15876715876716,74.4252784252784,1.29277389277389,0,73.2441155141155,Toccoa Elementary School_Stephens County,2018,E
Stephens County Fifth Grade Academy,Stephens County,324,83.02,12,3,74,0,0.6,26,0.0802469135802469,3861,12.6837606837607,4.15876715876716,74.4252784252784,1.29277389277389,0,73.2441155141155,Stephens County Fifth Grade Academy_Stephens County,2018,E
Stephens County High School,Stephens County,1143,50.13,13,4,76,0,0.2,79,0.0691163604549431,3861,12.6837606837607,4.15876715876716,74.4252784252784,1.29277389277389,0,73.2441155141155,Stephens County High School_Stephens County,2018,H
Stewart County Middle School,Stewart County,104,88.76,95,0,5,0,0,26,0.25,446,94.7309417040359,0.517937219730942,3.98430493273543,0,0,85.3490134529148,Stewart County Middle School_Stewart County,2018,M
Stewart County Elementary School,Stewart County,231,94.49,94,1,4,0,0,10,0.0432900432900433,446,94.7309417040359,0.517937219730942,3.98430493273543,0,0,85.3490134529148,Stewart County Elementary School_Stewart County,2018,E
Stewart County High School,Stewart County,111,63.13,96,0,3,0,0,2,0.018018018018018,446,94.7309417040359,0.517937219730942,3.98430493273543,0,0,85.3490134529148,Stewart County High School_Stewart County,2018,H
Sumter County Primary School,Sumter County,598,59.28,77,15,7,2,10.2,4,0.00668896321070234,4337,71.5722849896242,11.3998155406963,14.5766658980862,5.26421489508877,1.43324878948582,73.6452801475675,Sumter County Primary School_Sumter County,2018,E
Americus Sumter High School (Old Americus-Sumter HS S),Sumter County,875,77.03,80,9,9,1,3.3,224,0.256,4337,71.5722849896242,11.3998155406963,14.5766658980862,5.26421489508877,1.43324878948582,73.6452801475675,Americus Sumter High School (Old Americus-Sumter HS S)_Sumter County,2018,H
Sumter County Elementary School,Sumter County,611,94.29,77,11,10,2,7.9,31,0.0507364975450082,4337,71.5722849896242,11.3998155406963,14.5766658980862,5.26421489508877,1.43324878948582,73.6452801475675,Sumter County Elementary School_Sumter County,2018,E
Sumter County Middle School,Sumter County,561,87.05,78,10,10,1,3,248,0.442067736185383,4337,71.5722849896242,11.3998155406963,14.5766658980862,5.26421489508877,1.43324878948582,73.6452801475675,Sumter County Middle School_Sumter County,2018,M
Americus Sumter 9th Grade Academy,Sumter County,275,77.34,81,10,7,2,1.8,87,0.316363636363636,4337,71.5722849896242,11.3998155406963,14.5766658980862,5.26421489508877,1.43324878948582,73.6452801475675,Americus Sumter 9th Grade Academy_Sumter County,2018,H
Furlow Charter School,Sumter County,511,37.27,19,13,61,0,3.1,76,0.148727984344423,4337,71.5722849896242,11.3998155406963,14.5766658980862,5.26421489508877,1.43324878948582,73.6452801475675,Furlow Charter School_Sumter County,2018,E
Sumter County Intermediate School,Sumter County,906,77.03,79,12,7,2,5.8,72,0.0794701986754967,4337,71.5722849896242,11.3998155406963,14.5766658980862,5.26421489508877,1.43324878948582,73.6452801475675,Sumter County Intermediate School_Sumter County,2018,E
Central Elementary/High School,Talbot County,458,87.26,91,0,9,0,0,97,0.2117903930131,458,91,0,9,0,0,87.26,Central Elementary/High School_Talbot County,2018,K12
Taliaferro County School,Taliaferro County,163,77.3,77,7,13,1,0,3,0.0184049079754601,163,77,7,13,0,1,77.3,Taliaferro County School_Taliaferro County,2018,K12
Reidsville Middle School,Tattnall County,369,64.96,25,23,47,4,3.8,22,0.0596205962059621,3658,24.8078184800437,19.1965554948059,51.611809732094,6.56629305631493,4.17960634226353,85.4800328048114,Reidsville Middle School_Tattnall County,2018,
Tattnall County High School,Tattnall County,1024,90.14,25,19,52,4,2.2,156,0.15234375,3658,24.8078184800437,19.1965554948059,51.611809732094,6.56629305631493,4.17960634226353,85.4800328048114,Tattnall County High School_Tattnall County,2018,H
Glennville Middle School,Tattnall County,354,67.83,25,14,56,2,1.7,22,0.0621468926553672,3658,24.8078184800437,19.1965554948059,51.611809732094,6.56629305631493,4.17960634226353,85.4800328048114,Glennville Middle School_Tattnall County,2018,
Collins Elementary School,Tattnall County,257,90.27,21,15,62,6,7,6,0.0233463035019455,3658,24.8078184800437,19.1965554948059,51.611809732094,6.56629305631493,4.17960634226353,85.4800328048114,Collins Elementary School_Tattnall County,2018,E
Collins Middle School,Tattnall County,137,90.51,15,15,69,5,1.5,9,0.0656934306569343,3658,24.8078184800437,19.1965554948059,51.611809732094,6.56629305631493,4.17960634226353,85.4800328048114,Collins Middle School_Tattnall County,2018,
Glennville Elementary School,Tattnall County,803,90.16,28,16,50,4,10.2,19,0.0236612702366127,3658,24.8078184800437,19.1965554948059,51.611809732094,6.56629305631493,4.17960634226353,85.4800328048114,Glennville Elementary School_Tattnall County,2018,E
Reidsville Elementary School,Tattnall County,714,90.2,24,26,46,5,13.4,14,0.0196078431372549,3658,24.8078184800437,19.1965554948059,51.611809732094,6.56629305631493,4.17960634226353,85.4800328048114,Reidsville Elementary School_Tattnall County,2018,E
Taylor County Primary School,Taylor County,302,89.74,46,2,49,0,0.3,11,0.0364238410596027,1345,40.57843866171,2.54423791821561,55.0565055762082,0.067360594795539,0,78.3211598513011,Taylor County Primary School_Taylor County,2018,E
Taylor County Upper Elementary,Taylor County,396,88.89,42,3,53,0,0,8,0.0202020202020202,1345,40.57843866171,2.54423791821561,55.0565055762082,0.067360594795539,0,78.3211598513011,Taylor County Upper Elementary_Taylor County,2018,E
Georgia Center,Taylor County,44,71.37,39,14,48,0,0,0,0,1345,40.57843866171,2.54423791821561,55.0565055762082,0.067360594795539,0,78.3211598513011,Georgia Center_Taylor County,2018,H
Taylor County High School,Taylor County,411,64.72,38,2,59,0,0,66,0.160583941605839,1345,40.57843866171,2.54423791821561,55.0565055762082,0.067360594795539,0,78.3211598513011,Taylor County High School_Taylor County,2018,H
Taylor County Middle School,Taylor County,192,69.27,35,1,62,0,0,39,0.203125,1345,40.57843866171,2.54423791821561,55.0565055762082,0.067360594795539,0,78.3211598513011,Taylor County Middle School_Taylor County,2018,M
Telfair County Middle School,Telfair County,390,94.41,37,7,53,1,0,42,0.107692307692308,1645,40.7294832826748,6.1854103343465,49.6060790273556,0,1.60121580547112,79.8323039513678,Telfair County Middle School_Telfair County,2018,M
Telfair County Elementary,Telfair County,748,68.8,42,8,46,3,0,85,0.113636363636364,1645,40.7294832826748,6.1854103343465,49.6060790273556,0,1.60121580547112,79.8323039513678,Telfair County Elementary_Telfair County,2018,E
Telfair County High School,Telfair County,487,86.52,42,3,52,0,0,27,0.0554414784394251,1645,40.7294832826748,6.1854103343465,49.6060790273556,0,1.60121580547112,79.8323039513678,Telfair County High School_Telfair County,2018,H
Telfair Alternative Preparation School (TAPS),Telfair County,20,45.33,35,0,60,0,0,1,0.05,1645,40.7294832826748,6.1854103343465,49.6060790273556,0,1.60121580547112,79.8323039513678,Telfair Alternative Preparation School (TAPS)_Telfair County,2018,H
Terrell High School,Terrell County,370,28.11,95,1,3,0,0,88,0.237837837837838,1286,93.1010886469674,1.94945567651633,4.66174183514775,0,0,20.605800933126,Terrell High School_Terrell County,2018,H
Terrell Middle School,Terrell County,305,21.31,91,3,6,0,0,21,0.0688524590163935,1286,93.1010886469674,1.94945567651633,4.66174183514775,0,0,20.605800933126,Terrell Middle School_Terrell County,2018,M
Cooper-Carver Elementary School,Terrell County,611,15.71,93,2,5,0,0,19,0.0310965630114566,1286,93.1010886469674,1.94945567651633,4.66174183514775,0,0,20.605800933126,Cooper-Carver Elementary School_Terrell County,2018,E
Bishop Hall Charter School,Thomas County,216,68.98,21,7,69,2,1.4,22,0.101851851851852,5486,35.3962814436748,6.62431644185199,53.4901567626686,0.924115931461903,1.42398833394094,76.7588516223113,Bishop Hall Charter School_Thomas County,2018,H
Hand In Hand Primary,Thomas County,402,90.05,37,7,49,2,2.7,1,0.00248756218905473,5486,35.3962814436748,6.62431644185199,53.4901567626686,0.924115931461903,1.42398833394094,76.7588516223113,Hand In Hand Primary_Thomas County,2018,E
The Renaissance Center for Academic and Career Development,Thomas County,34,67.65,65,12,24,0,0,2,0.0588235294117647,5486,35.3962814436748,6.62431644185199,53.4901567626686,0.924115931461903,1.42398833394094,76.7588516223113,The Renaissance Center for Academic and Career Development_Thomas County,2018,H
Thomas County Central High School,Thomas County,1440,68.82,35,6,56,1,0.3,103,0.0715277777777778,5486,35.3962814436748,6.62431644185199,53.4901567626686,0.924115931461903,1.42398833394094,76.7588516223113,Thomas County Central High School_Thomas County,2018,H
Cross Creek Elementary School,Thomas County,861,90.01,38,7,49,1,1.9,51,0.0592334494773519,5486,35.3962814436748,6.62431644185199,53.4901567626686,0.924115931461903,1.42398833394094,76.7588516223113,Cross Creek Elementary School_Thomas County,2018,E
Thomas County Middle School,Thomas County,1742,68.83,35,7,54,2,0.2,166,0.095292766934558,5486,35.3962814436748,6.62431644185199,53.4901567626686,0.924115931461903,1.42398833394094,76.7588516223113,Thomas County Middle School_Thomas County,2018,M
Garrison-Pilcher Elementary School,Thomas County,791,90.01,36,6,52,1,1.6,15,0.0189633375474083,5486,35.3962814436748,6.62431644185199,53.4901567626686,0.924115931461903,1.42398833394094,76.7588516223113,Garrison-Pilcher Elementary School_Thomas County,2018,E
Annie Belle Clark Primary School,Tift County,735,49.56,37,13,45,2,10.2,39,0.0530612244897959,7514,35.4157572531275,18.7917221187117,42.4137609795049,6.77026883151451,2.46513175405909,71.9104498269896,Annie Belle Clark Primary School_Tift County,2018,
G. O. Bailey Primary School,Tift County,443,92.02,34,34,30,4,24.8,32,0.072234762979684,7514,35.4157572531275,18.7917221187117,42.4137609795049,6.77026883151451,2.46513175405909,71.9104498269896,G. O. Bailey Primary School_Tift County,2018,
Tift County High School,Tift County,1640,52.71,33,17,47,2,2.5,308,0.18780487804878,7514,35.4157572531275,18.7917221187117,42.4137609795049,6.77026883151451,2.46513175405909,71.9104498269896,Tift County High School_Tift County,2018,H
Eighth Street Middle School,Tift County,1112,81.64,35,21,42,2,3.9,454,0.408273381294964,7514,35.4157572531275,18.7917221187117,42.4137609795049,6.77026883151451,2.46513175405909,71.9104498269896,Eighth Street Middle School_Tift County,2018,M
J. T. Reddick School,Tift County,637,94.96,35,22,40,3,3.6,226,0.354788069073783,7514,35.4157572531275,18.7917221187117,42.4137609795049,6.77026883151451,2.46513175405909,71.9104498269896,J. T. Reddick School_Tift County,2018,
Len Lastinger Primary School,Tift County,560,84.95,37,10,48,2,6.4,44,0.0785714285714286,7514,35.4157572531275,18.7917221187117,42.4137609795049,6.77026883151451,2.46513175405909,71.9104498269896,Len Lastinger Primary School_Tift County,2018,
Northside Primary School,Tift County,402,53.52,52,8,36,1,4.2,37,0.0920398009950249,7514,35.4157572531275,18.7917221187117,42.4137609795049,6.77026883151451,2.46513175405909,71.9104498269896,Northside Primary School_Tift County,2018,
"Northeast Campus, Tift County High School",Tift County,568,94.3,32,19,45,2,3.7,144,0.253521126760563,7514,35.4157572531275,18.7917221187117,42.4137609795049,6.77026883151451,2.46513175405909,71.9104498269896,"Northeast Campus, Tift County High School_Tift County",2018,
Omega Elementary School,Tift County,321,91.2,12,45,41,11,28,6,0.0186915887850467,7514,35.4157572531275,18.7917221187117,42.4137609795049,6.77026883151451,2.46513175405909,71.9104498269896,Omega Elementary School_Tift County,2018,E
Matt Wilson Elementary School,Tift County,515,71.23,42,11,44,1,2.5,87,0.168932038834951,7514,35.4157572531275,18.7917221187117,42.4137609795049,6.77026883151451,2.46513175405909,71.9104498269896,Matt Wilson Elementary School_Tift County,2018,E
Charles Spencer Elementary School,Tift County,581,63.37,40,20,35,2,6.9,51,0.0877796901893287,7514,35.4157572531275,18.7917221187117,42.4137609795049,6.77026883151451,2.46513175405909,71.9104498269896,Charles Spencer Elementary School_Tift County,2018,E
Toombs County Middle School,Toombs County,645,60.76,18,24,53,7,1.7,52,0.0806201550387597,2779,18.1594098596618,26.270960777258,49.8571428571429,8.72259805685498,8.61712846347607,76.2968369917236,Toombs County Middle School_Toombs County,2018,M
Lyons Primary School,Toombs County,431,91.26,26,29,37,14,20.9,2,0.00464037122969838,2779,18.1594098596618,26.270960777258,49.8571428571429,8.72259805685498,8.61712846347607,76.2968369917236,Lyons Primary School_Toombs County,2018,E
Toombs County High School,Toombs County,810,81.16,18,25,53,8,3,97,0.119753086419753,2779,18.1594098596618,26.270960777258,49.8571428571429,8.72259805685498,8.61712846347607,76.2968369917236,Toombs County High School_Toombs County,2018,H
Lyons Upper Elementary,Toombs County,478,90.85,23,31,37,11,11.9,8,0.0167364016736402,2779,18.1594098596618,26.270960777258,49.8571428571429,8.72259805685498,8.61712846347607,76.2968369917236,Lyons Upper Elementary_Toombs County,2018,E
Toombs Central Elementary School,Toombs County,415,58.65,5,24,67,4,14.5,2,0.00481927710843374,2779,18.1594098596618,26.270960777258,49.8571428571429,8.72259805685498,8.61712846347607,76.2968369917236,Toombs Central Elementary School_Toombs County,2018,E
Towns County Elementary School,Towns County,416,54.09,1,6,90,0,1.9,11,0.0264423076923077,987,1.24620060790274,4.75683890577508,91.2431610942249,0.899290780141844,0,48.2267882472138,Towns County Elementary School_Towns County,2018,E
Towns County Middle School,Towns County,243,51.44,2,5,91,0,0.4,11,0.0452674897119342,987,1.24620060790274,4.75683890577508,91.2431610942249,0.899290780141844,0,48.2267882472138,Towns County Middle School_Towns County,2018,M
Towns County High School,Towns County,328,38.41,1,3,93,0,0,7,0.0213414634146341,987,1.24620060790274,4.75683890577508,91.2431610942249,0.899290780141844,0,48.2267882472138,Towns County High School_Towns County,2018,H
Treutlen Elementary School,Treutlen County,525,41.6,40,3,51,1,0.8,49,0.0933333333333333,1063,40,1.98777046095955,53.5305738476011,0.395108184383819,0.493885230479774,46.1904609595485,Treutlen Elementary School_Treutlen County,2018,E
Treutlen Middle/High School,Treutlen County,538,50.67,40,1,56,0,0,98,0.182156133828996,1063,40,1.98777046095955,53.5305738476011,0.395108184383819,0.493885230479774,46.1904609595485,Treutlen Middle/High School_Treutlen County,2018,H
Callaway Elementary School,Troup County,754,69.76,52,5,33,0,5.8,49,0.0649867374005305,11730,43.1127024722933,5.80119352088662,44.1364023870418,2.6457800511509,0,64.1156078431373,Callaway Elementary School_Troup County,2018,E
West Point Elementary School,Troup County,356,90.03,64,5,26,0,0.3,29,0.0814606741573034,11730,43.1127024722933,5.80119352088662,44.1364023870418,2.6457800511509,0,64.1156078431373,West Point Elementary School_Troup County,2018,E
Long Cane Elementary School,Troup County,469,51.17,16,3,75,0,2.6,5,0.0106609808102345,11730,43.1127024722933,5.80119352088662,44.1364023870418,2.6457800511509,0,64.1156078431373,Long Cane Elementary School_Troup County,2018,E
Gardner-Newman Middle School,Troup County,916,65.72,47,9,36,0,2.8,217,0.236899563318777,11730,43.1127024722933,5.80119352088662,44.1364023870418,2.6457800511509,0,64.1156078431373,Gardner-Newman Middle School_Troup County,2018,M
Hollis Hand Elementary School,Troup County,565,42.3,22,12,60,0,7.8,29,0.0513274336283186,11730,43.1127024722933,5.80119352088662,44.1364023870418,2.6457800511509,0,64.1156078431373,Hollis Hand Elementary School_Troup County,2018,E
Callaway High School,Troup County,845,59.17,46,3,43,0,1.1,113,0.133727810650888,11730,43.1127024722933,5.80119352088662,44.1364023870418,2.6457800511509,0,64.1156078431373,Callaway High School_Troup County,2018,H
